Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score,Gender_Male,School_Type_Public,Internet_Access_Yes,Extracurricular_Activities_Yes,Learning_Disabilities_Yes
21,90,0,1,8,62,0,2,1,2,0,5,0,0,67,1,1,1,1,1
21,70,0,2,4,94,1,0,0,2,1,2,1,2,65,1,0,1,1,0
17,78,1,2,8,88,1,0,0,1,0,3,0,0,65,0,1,1,0,0
17,75,1,2,6,80,1,1,0,1,2,5,0,1,65,1,0,0,1,0
21,99,1,1,8,85,2,4,1,1,2,4,0,1,73,1,1,1,0,0
11,76,1,1,7,71,1,1,1,0,1,2,1,0,62,1,1,0,1,0
12,63,1,2,5,69,0,0,1,2,0,2,1,1,60,0,1,1,1,0
16,64,0,1,9,58,0,1,1,1,2,3,1,1,61,0,1,1,1,0
19,84,0,1,8,90,2,2,0,1,1,3,2,2,67,1,0,1,1,0
22,84,2,1,8,69,1,3,1,2,1,4,1,0,70,1,0,0,0,0
29,77,0,2,6,85,1,1,1,1,2,1,1,0,69,1,1,1,0,0
25,77,1,0,8,65,2,0,1,1,2,5,1,2,66,0,1,0,1,0
19,62,1,1,5,90,0,2,0,2,2,3,1,1,64,1,1,1,0,0
20,81,2,1,4,55,1,1,2,1,2,2,2,1,68,1,0,1,1,0
14,80,2,1,5,81,1,1,0,1,2,4,2,2,67,0,1,1,1,0
20,66,1,1,6,90,2,0,1,1,1,1,1,0,64,0,1,1,0,0
18,64,1,1,6,83,2,2,0,1,2,2,1,0,65,1,1,1,1,0
22,65,0,2,6,85,1,2,2,1,2,3,2,0,66,0,1,1,1,1
15,64,1,1,6,76,2,2,1,1,2,4,0,0,63,0,0,1,1,1
23,84,2,1,6,78,0,2,0,0,0,2,0,1,68,0,1,1,1,0
29,68,1,2,4,53,1,1,1,1,0,4,0,2,66,1,0,1,1,0
19,70,1,1,7,63,0,3,0,0,1,5,0,0,63,1,1,0,0,0
22,67,0,1,7,86,0,1,0,1,2,3,0,1,63,0,1,1,0,0
24,98,2,1,6,97,1,1,1,1,2,4,1,2,74,1,1,1,1,0
18,94,1,2,9,77,0,1,1,2,2,2,1,1,70,1,1,1,1,0
21,69,2,2,7,86,1,2,0,1,1,3,0,0,68,1,0,1,1,0
20,73,1,1,7,84,1,0,1,1,1,4,2,1,66,0,1,1,1,0
21,68,1,0,8,100,0,0,1,1,2,4,0,2,63,1,1,1,0,0
15,80,0,2,5,90,1,4,0,1,2,3,1,2,67,0,1,1,0,0
20,61,1,1,7,81,1,1,1,0,1,3,0,1,62,1,1,1,0,0
23,87,2,2,8,56,1,1,1,2,2,3,2,1,71,1,1,1,0,0
29,81,2,1,7,68,1,2,1,1,1,4,2,0,72,1,1,1,0,0
26,96,1,1,5,63,1,1,2,1,2,2,2,0,72,1,0,0,1,0
33,67,1,1,6,93,2,0,0,2,1,3,0,2,68,0,1,1,1,0
15,92,1,0,7,72,0,1,1,1,0,5,0,0,66,0,1,1,1,0
25,92,1,1,4,77,1,0,0,1,2,3,0,0,70,1,1,1,0,0
21,65,1,0,5,98,2,2,0,1,2,4,2,0,66,1,0,0,1,0
33,76,1,1,10,92,0,1,2,1,2,3,2,0,72,0,0,1,1,0
15,67,2,1,8,89,0,0,2,2,1,4,0,1,64,0,1,1,1,0
15,70,2,1,9,57,1,1,1,1,0,3,0,0,63,0,0,1,0,0
16,71,1,1,8,51,1,0,0,1,0,2,2,2,61,0,1,1,0,0
7,82,2,2,8,56,1,0,0,1,0,2,0,2,62,1,0,1,1,0
17,76,1,2,7,87,2,1,1,2,2,4,0,0,68,0,1,1,0,0
15,98,0,1,8,71,0,1,1,1,2,3,0,0,68,1,1,1,1,0
21,65,0,1,9,56,2,1,1,1,2,5,0,1,63,1,1,1,0,0
22,99,1,0,8,87,0,1,1,1,1,4,0,1,70,0,0,1,1,0
31,69,2,0,7,60,1,1,0,1,1,3,2,0,68,0,1,1,1,0
26,91,2,1,7,79,1,1,0,1,1,5,0,0,72,0,0,1,1,0
17,74,1,1,8,87,1,4,0,0,2,3,1,0,67,1,1,1,1,0
15,66,0,2,6,80,1,1,0,1,1,1,1,0,61,1,0,0,0,0
23,94,0,1,8,100,1,0,0,1,1,3,2,0,69,1,1,0,0,0
12,72,1,0,6,72,2,2,0,2,0,2,0,1,61,0,0,1,1,0
31,86,2,2,6,66,1,3,1,1,2,3,1,1,75,1,1,1,1,0
27,83,2,0,5,60,1,0,2,0,1,2,1,1,68,0,1,1,0,0
17,79,1,0,6,75,0,1,1,2,1,4,0,0,65,1,1,1,1,0
10,80,2,1,6,93,2,4,1,1,0,3,1,1,67,0,1,1,1,0
28,89,1,2,10,97,2,3,1,0,0,6,0,0,75,0,1,1,1,0
19,64,0,1,6,99,1,1,1,1,2,3,1,0,64,1,1,1,0,0
27,87,1,1,8,77,1,1,0,2,1,4,0,1,70,1,1,1,0,0
10,96,2,2,6,80,1,0,1,1,1,4,0,1,67,0,1,0,0,0
16,62,1,1,7,79,0,2,1,1,1,3,0,0,63,1,1,1,1,0
20,66,2,2,7,73,1,1,1,1,0,4,1,0,65,0,1,1,0,0
20,89,1,1,4,58,1,1,1,1,2,3,0,2,67,0,1,1,1,0
17,77,0,2,5,53,1,2,2,1,1,3,1,0,86,1,1,1,1,0
24,76,0,2,6,72,2,3,1,2,1,3,0,1,67,0,1,1,0,1
14,65,2,1,5,59,0,1,2,1,2,4,2,2,63,1,1,1,0,0
19,80,1,1,7,94,1,0,1,0,1,3,1,1,66,0,1,1,0,0
21,65,2,2,7,88,0,2,0,1,1,1,0,0,65,1,0,1,0,0
23,79,1,1,5,81,1,1,1,1,1,3,0,0,67,0,0,1,0,0
24,91,1,1,7,52,0,0,2,2,1,4,1,0,69,1,1,1,0,0
13,70,2,2,6,81,1,2,1,0,2,2,2,0,66,1,1,1,0,0
11,79,1,1,7,81,1,1,2,1,1,2,0,1,64,1,1,1,1,0
28,100,2,0,6,72,1,1,0,1,0,2,2,0,73,0,1,1,1,0
22,87,0,1,8,83,0,1,0,1,1,1,1,2,66,1,1,1,0,0
16,94,1,1,9,93,0,1,0,1,0,4,2,0,68,0,1,1,0,0
29,77,2,0,8,88,0,0,1,2,2,4,1,1,70,1,1,1,1,0
21,91,2,1,9,74,1,2,0,0,0,2,0,0,69,0,0,1,0,0
27,62,1,2,5,63,0,4,2,1,0,4,0,0,67,0,1,1,1,0
20,65,1,0,6,74,0,0,1,1,2,3,1,1,62,1,0,1,0,0
32,68,1,0,8,97,2,1,0,1,2,2,0,0,68,1,1,1,0,0
31,76,1,2,9,91,1,1,0,1,1,4,2,0,72,1,0,1,1,0
19,94,0,1,8,51,1,3,1,0,2,5,2,0,69,1,0,1,0,0
26,74,0,0,5,89,0,3,2,2,0,2,0,0,66,1,0,1,0,0
24,86,2,2,6,59,1,1,0,1,2,3,0,1,70,0,1,1,0,0
28,88,2,1,8,79,1,0,1,1,2,3,0,2,71,1,1,1,0,0
14,83,1,1,7,90,1,0,0,0,0,3,1,0,65,0,1,1,1,0
24,74,2,1,6,78,1,3,0,2,2,3,1,0,70,0,1,1,1,0
26,83,0,0,7,70,2,2,1,2,0,4,0,1,65,1,1,0,0,1
9,74,1,2,7,66,0,1,2,2,1,3,0,2,62,0,0,1,0,0
13,63,2,1,5,65,1,2,2,1,1,2,0,2,62,1,0,1,1,0
8,100,2,1,8,92,1,1,1,2,1,3,2,1,70,0,1,1,1,0
18,65,1,2,6,91,1,5,0,1,1,3,1,0,66,1,0,0,1,0
24,63,2,0,7,91,0,4,0,1,2,4,0,0,67,0,0,1,1,0
29,95,1,0,9,64,1,1,1,2,2,3,0,0,72,0,1,1,0,0
20,72,2,0,7,90,0,0,0,2,0,3,2,0,66,0,0,1,1,0
30,86,1,0,8,52,1,2,1,1,0,2,1,1,68,0,1,1,1,1
12,73,2,1,5,60,1,1,0,1,0,4,0,1,62,1,1,1,0,0
10,76,0,1,8,76,1,2,2,2,2,3,2,1,64,1,0,1,1,1
20,70,1,1,8,70,1,0,0,1,1,5,2,0,65,0,1,1,0,0
22,74,1,0,6,56,0,4,1,2,0,3,2,1,66,1,1,1,1,0
20,76,1,0,7,52,1,2,0,2,1,3,0,0,64,0,0,1,0,0
8,89,1,2,7,81,0,4,0,1,1,3,1,0,67,1,1,1,1,0
19,80,2,1,7,66,0,4,1,1,0,4,1,0,69,0,1,1,1,0
12,98,2,1,8,51,1,0,1,0,2,5,2,1,68,1,1,1,1,0
24,62,1,1,6,72,2,2,0,0,1,4,0,0,64,1,1,1,0,0
22,80,2,1,7,65,1,2,2,1,1,2,0,1,68,0,0,1,1,0
14,83,0,0,9,79,1,1,1,0,2,3,0,0,64,1,1,1,1,0
17,97,1,2,9,96,2,0,2,1,0,1,2,0,71,1,1,1,0,0
14,62,2,2,8,65,0,3,0,1,0,2,0,2,61,1,1,1,1,0
20,83,0,1,7,100,1,4,0,1,0,3,1,0,68,1,1,1,0,0
26,94,2,1,10,54,0,2,2,1,1,5,0,0,73,1,1,1,1,0
14,70,2,1,9,54,1,3,1,1,2,1,1,0,64,1,1,0,1,0
23,95,1,1,7,86,1,3,0,1,2,4,2,2,72,1,1,1,1,1
17,61,1,1,7,87,2,5,1,1,1,3,0,0,65,1,1,1,1,0
15,89,1,1,6,71,1,1,1,2,2,4,0,0,68,0,1,1,1,0
19,97,2,0,8,64,1,2,0,2,2,3,0,0,71,1,1,1,1,0
14,86,1,0,8,90,1,3,1,1,0,3,2,0,65,1,1,0,1,1
17,78,1,1,8,98,0,2,1,1,2,2,0,0,66,1,0,1,0,0
13,62,0,2,7,99,1,4,1,0,2,1,2,1,63,0,1,1,0,0
32,97,1,2,5,82,1,1,1,1,1,3,0,1,74,1,1,1,0,0
20,79,2,0,7,87,0,2,1,2,1,4,0,0,66,0,0,0,1,1
16,61,1,0,8,91,2,2,1,2,1,3,1,1,63,1,1,1,0,0
21,88,2,1,6,90,2,2,2,1,1,4,0,1,72,1,0,1,1,0
19,79,1,2,7,100,0,1,2,2,2,2,1,2,69,0,1,1,0,0
19,65,1,2,9,91,1,1,1,2,2,4,1,0,67,1,1,1,1,0
24,69,0,2,5,83,0,3,0,1,1,3,0,0,66,1,0,1,0,0
25,63,2,1,7,69,1,0,0,2,0,5,0,1,64,0,0,1,0,0
17,83,0,1,9,80,1,4,1,2,0,2,1,0,67,0,1,1,0,0
17,85,1,0,7,94,2,4,0,1,2,3,1,0,69,0,1,1,0,0
18,80,1,0,6,65,1,2,0,2,0,2,1,0,65,0,1,1,1,0
6,93,1,1,7,52,2,0,1,1,1,2,1,0,64,0,1,1,0,0
11,94,1,0,8,66,2,1,2,0,1,4,0,0,65,0,1,0,1,0
28,85,1,2,7,98,1,2,0,2,2,1,0,0,72,1,0,1,1,1
30,61,0,2,8,90,1,2,0,2,0,2,0,1,66,0,1,1,1,0
19,88,1,0,7,59,1,2,0,1,1,3,1,0,66,0,1,1,0,0
23,77,2,2,7,51,1,1,0,0,2,3,1,1,67,1,0,1,1,0
22,83,1,1,8,83,2,1,2,1,0,3,2,1,69,1,0,1,1,1
38,86,0,2,7,79,0,3,0,1,0,3,0,0,73,1,1,1,1,0
27,74,1,2,6,54,1,3,1,1,1,3,1,0,69,0,1,1,0,0
19,97,1,0,8,98,1,1,0,1,1,4,0,0,68,1,0,1,0,1
14,65,0,1,7,81,1,1,0,1,2,3,0,1,61,0,1,1,1,0
10,87,1,0,6,83,1,0,0,1,2,4,0,0,63,1,1,0,1,0
21,60,1,2,8,93,0,0,0,1,2,2,0,2,63,0,1,1,1,0
15,97,0,1,9,67,1,1,0,2,1,2,1,0,68,1,1,1,1,0
11,65,1,2,7,78,1,2,0,1,1,3,2,0,63,0,1,1,0,0
16,64,2,1,7,79,1,3,1,1,2,4,2,0,66,0,0,1,1,1
14,73,2,1,5,98,1,2,0,1,0,4,0,1,65,0,1,1,1,0
30,75,2,2,7,57,2,0,0,1,1,1,1,0,68,0,1,1,0,1
25,69,1,1,7,88,2,0,0,1,0,4,1,0,66,0,1,1,1,0
20,83,0,0,7,79,0,2,1,1,2,5,2,1,66,1,1,0,0,0
29,78,2,1,6,92,1,2,0,1,0,4,0,0,70,1,0,1,0,0
20,61,0,0,8,92,1,0,1,1,0,2,0,0,61,0,1,1,1,0
15,73,1,0,7,51,1,2,0,2,0,3,0,1,61,1,0,1,1,0
29,92,1,1,10,63,2,1,0,2,0,4,0,1,71,1,0,1,1,0
23,88,0,1,7,59,1,1,1,1,0,2,0,0,67,1,1,1,1,0
14,89,2,2,4,73,1,2,1,2,0,3,1,0,70,1,1,1,1,0
19,88,2,1,5,95,1,2,0,1,0,4,1,1,69,1,0,1,0,0
15,72,2,2,8,50,1,2,1,1,1,4,0,0,65,0,1,1,0,0
12,64,2,0,6,74,2,0,1,1,2,2,0,1,61,1,1,1,1,0
26,71,1,0,6,94,0,3,0,1,2,4,2,0,68,1,1,1,0,0
31,93,2,0,5,96,1,2,0,1,2,2,0,0,74,1,1,1,1,0
12,99,1,1,6,83,0,1,1,1,0,3,0,0,67,0,1,1,0,0
23,80,1,1,7,91,0,5,2,1,0,1,0,0,70,0,1,1,1,0
16,60,0,1,8,66,0,1,2,2,1,2,0,1,59,0,0,1,1,1
17,66,2,2,5,64,0,0,1,2,1,2,1,0,64,1,0,1,0,0
16,73,2,1,8,52,1,2,1,2,2,4,1,0,66,0,1,1,1,0
15,83,0,0,5,75,1,1,1,1,1,3,0,2,63,0,1,1,1,0
20,63,0,0,8,73,0,0,2,1,1,3,1,0,61,0,1,1,1,0
15,98,0,2,8,69,0,2,0,1,1,4,0,1,68,0,1,1,1,0
22,75,1,1,6,56,0,3,1,1,2,3,0,2,65,1,0,1,0,0
20,97,1,2,5,62,1,1,1,1,1,4,0,2,69,1,0,1,0,0
19,91,2,0,8,60,1,2,0,1,1,4,0,1,68,1,0,1,1,0
15,90,1,0,6,97,0,2,2,2,2,2,0,0,69,1,1,1,1,0
17,84,1,0,7,98,2,1,0,2,1,2,1,2,67,0,1,1,1,0
25,85,2,2,8,50,2,1,2,1,1,1,1,1,70,0,1,1,0,0
23,86,1,1,8,59,0,1,0,1,1,3,2,1,68,0,1,1,1,0
14,85,1,1,6,94,0,0,2,1,2,4,1,0,67,1,1,1,0,0
21,82,2,1,7,52,1,4,0,1,1,3,0,2,67,1,1,1,0,0
25,99,2,1,6,97,2,0,1,1,2,3,1,1,75,1,1,1,1,0
10,89,0,0,8,69,0,3,0,1,0,4,1,1,63,1,1,1,1,0
23,91,0,1,9,77,2,1,0,1,2,5,0,0,70,1,1,1,0,0
16,95,1,0,6,88,0,2,2,2,2,4,0,0,70,0,1,1,1,0
23,69,1,2,7,62,1,1,1,1,1,4,0,2,64,1,1,1,1,1
15,63,1,0,8,55,0,0,1,0,1,3,1,0,59,0,1,1,0,0
9,79,1,0,7,90,2,1,2,0,1,3,0,0,63,1,1,1,0,0
10,81,2,1,8,99,1,2,1,1,2,4,2,1,67,0,1,0,1,0
20,93,0,2,7,83,1,0,1,1,0,2,0,0,68,1,0,1,1,1
22,78,1,1,5,91,0,0,1,2,0,3,2,0,68,1,0,1,1,0
15,83,1,1,7,97,1,2,0,2,1,2,0,0,97,0,0,1,0,0
24,81,1,0,9,61,1,1,0,0,2,4,1,0,66,0,1,1,0,0
10,62,1,0,7,68,2,3,1,1,1,3,2,0,61,1,1,1,0,0
20,85,2,1,9,61,2,2,2,1,2,3,1,0,70,1,1,1,0,0
13,93,0,0,4,53,2,1,1,0,2,1,2,0,65,1,1,1,1,0
16,66,0,1,8,87,2,3,1,1,2,2,0,1,64,0,1,1,1,0
20,84,1,2,6,57,2,2,1,1,2,4,0,2,69,0,1,1,1,0
15,84,1,2,6,55,0,1,1,1,0,2,0,0,64,1,0,1,0,0
18,67,0,0,9,68,0,2,0,2,0,2,2,0,61,1,0,1,1,0
26,65,0,1,7,53,0,3,2,1,2,2,0,0,64,0,1,1,0,0
17,99,1,2,6,59,1,0,1,1,1,3,0,1,68,1,1,1,0,0
25,76,1,2,8,53,2,1,2,2,2,3,0,2,67,0,1,1,0,1
13,69,2,0,4,94,1,3,0,0,2,3,0,0,62,1,1,1,0,1
23,67,1,1,9,89,1,2,0,2,1,2,0,0,66,0,1,1,1,0
29,87,1,2,10,93,2,1,0,1,1,4,0,1,72,1,1,1,1,0
5,84,1,1,8,93,2,4,2,2,2,3,1,1,68,1,1,1,1,0
15,86,1,2,8,97,1,4,2,1,2,3,0,0,71,1,1,1,1,0
23,64,1,1,7,59,2,3,1,1,2,2,0,1,65,0,1,1,1,0
19,96,1,0,5,95,0,2,1,0,1,3,0,1,68,0,0,0,1,0
22,76,1,0,9,76,1,2,0,2,1,5,0,2,65,0,1,1,0,0
16,73,2,0,8,58,1,1,1,1,1,4,0,0,64,0,1,1,1,0
21,78,1,0,8,83,1,2,1,1,2,4,0,2,65,1,1,1,0,1
19,76,2,2,8,66,0,0,0,2,0,4,0,0,65,1,0,1,1,1
27,95,2,1,7,52,2,3,1,2,0,3,1,1,73,0,0,1,0,0
22,97,1,2,6,54,1,1,0,2,2,3,2,0,72,1,1,1,1,0
22,72,0,1,10,71,1,1,1,1,0,1,1,0,64,1,0,1,1,0
18,95,1,1,7,91,0,0,0,1,2,4,2,1,69,1,1,1,1,1
17,91,1,1,6,66,2,1,2,1,2,3,0,0,69,1,0,1,0,0
17,97,1,2,9,88,1,0,1,1,2,2,0,0,70,1,1,0,1,0
22,70,0,1,7,53,0,1,0,1,2,3,0,0,83,0,1,1,0,0
17,83,2,1,7,70,0,3,0,1,1,5,2,0,68,0,0,1,0,0
22,71,0,2,9,56,2,1,0,2,1,3,1,0,84,0,1,1,1,1
32,93,1,1,8,93,2,1,1,2,0,3,2,2,75,0,1,1,1,0
25,60,0,2,8,98,1,1,1,1,1,5,2,0,67,0,1,1,0,0
18,83,1,2,5,66,1,0,2,1,2,4,2,0,69,1,0,1,1,0
27,74,2,1,8,99,2,3,1,1,2,4,0,0,71,1,1,0,0,0
18,73,1,0,5,88,1,1,1,1,2,5,1,0,66,0,1,1,1,0
8,86,1,2,6,50,2,1,1,1,2,2,1,0,65,1,1,1,0,0
14,94,2,1,7,74,1,1,2,1,2,5,1,0,70,1,0,1,0,0
9,84,2,0,7,92,2,1,0,2,0,4,2,0,66,1,1,1,0,0
18,94,2,1,8,77,1,3,1,2,2,4,2,0,74,1,1,1,1,0
20,71,2,1,8,77,1,0,2,1,1,4,0,1,66,1,0,1,0,0
30,81,1,2,8,72,0,0,0,1,1,2,0,1,68,1,1,1,0,0
22,78,1,2,5,70,1,2,0,1,2,1,1,0,68,1,1,1,1,0
19,60,1,2,10,51,1,0,1,1,2,3,1,0,62,0,1,1,0,1
25,82,1,2,7,81,1,2,1,1,1,2,2,1,71,1,0,1,1,0
7,86,1,0,9,88,1,2,0,1,0,2,1,0,63,0,1,1,0,0
21,84,2,2,4,90,1,2,1,0,1,3,0,2,69,1,1,1,0,0
25,89,1,1,7,81,2,3,1,1,0,0,1,0,71,1,1,1,1,0
11,83,2,0,5,67,1,1,1,1,2,2,2,0,66,1,1,1,1,0
27,63,1,2,6,51,0,0,0,1,2,2,2,1,64,1,1,1,0,0
22,65,1,1,7,95,0,3,0,1,2,2,0,1,65,0,1,1,1,0
18,84,1,2,6,71,1,4,1,0,2,2,0,0,69,0,1,1,0,0
24,71,1,0,9,80,1,2,1,2,2,3,0,0,66,0,0,1,0,0
34,63,1,2,10,60,0,1,1,1,0,4,0,0,67,0,1,1,1,0
21,77,1,0,6,57,1,4,0,1,0,5,0,2,65,1,1,1,1,0
21,82,0,0,6,54,2,3,0,1,0,2,1,1,65,1,1,1,1,0
17,73,2,1,5,90,2,1,0,1,2,4,0,0,67,1,0,1,0,0
15,89,0,1,9,82,0,1,1,1,1,3,1,0,66,1,1,1,1,0
25,86,1,1,7,81,0,1,2,0,2,1,0,0,69,1,1,1,1,0
15,73,1,2,7,96,0,1,0,1,0,2,1,0,64,1,1,1,0,0
20,90,1,1,7,58,2,1,2,2,1,4,0,0,70,1,0,1,1,0
17,86,2,1,7,59,0,3,0,1,2,3,2,1,68,1,1,1,1,0
23,85,2,0,6,59,0,1,1,1,0,1,0,0,68,1,1,1,1,0
22,82,2,1,7,71,0,1,2,1,2,3,0,0,69,0,0,1,1,0
26,60,1,1,7,94,2,3,2,1,2,2,0,1,68,0,1,1,1,0
17,88,1,1,8,94,1,5,1,1,1,2,1,0,70,0,1,1,1,1
18,75,2,1,5,80,1,2,0,2,1,3,0,0,67,0,1,1,1,0
14,98,2,2,7,83,1,3,0,1,2,3,1,0,72,1,1,0,1,0
17,93,2,0,6,95,1,1,0,1,1,4,0,0,69,1,1,1,0,0
22,84,2,1,7,81,1,1,1,0,2,3,0,1,69,1,0,1,0,0
25,70,0,1,8,61,0,3,0,1,2,4,1,1,64,0,1,0,1,0
14,68,0,1,6,85,1,2,1,1,1,3,0,0,63,0,1,1,1,0
25,74,2,2,9,88,1,3,1,2,1,3,0,0,70,1,1,1,1,1
28,79,2,1,4,82,1,0,1,1,2,3,0,0,70,1,0,1,1,0
22,72,2,1,9,64,0,1,1,1,0,2,1,0,66,0,1,1,1,0
31,81,1,1,9,70,0,1,0,1,1,4,2,0,70,0,1,1,0,0
15,67,1,2,6,74,2,0,2,1,2,2,2,0,66,0,1,1,1,0
13,99,1,1,6,57,1,1,0,1,0,5,1,0,68,1,1,1,1,0
9,64,1,1,5,73,1,1,1,1,2,4,1,0,61,1,1,1,0,0
29,97,1,1,8,58,1,1,2,1,0,4,1,1,72,0,0,1,0,0
24,97,2,0,7,75,0,1,1,1,0,2,0,1,69,0,1,1,0,0
20,81,1,0,6,53,0,0,1,0,1,4,0,2,63,0,1,1,1,0
22,89,1,2,5,97,1,2,1,1,1,5,0,0,72,1,0,1,1,0
13,77,1,1,10,62,1,1,2,1,1,4,1,1,65,1,0,1,1,0
35,85,1,2,6,73,2,1,2,1,0,5,0,1,74,0,1,1,1,0
21,74,1,0,7,52,0,1,2,1,0,4,0,2,62,1,1,1,1,0
21,72,2,1,7,60,0,0,0,1,1,4,2,0,65,1,0,1,0,0
24,83,0,2,6,85,0,1,0,2,1,4,0,1,68,0,1,1,0,0
23,80,1,0,6,56,1,3,1,1,2,2,0,0,66,1,1,1,1,1
21,83,2,1,6,81,0,3,2,1,0,4,2,1,71,1,1,1,1,0
15,71,1,2,8,50,0,1,1,1,1,2,2,0,62,0,1,1,0,1
23,75,0,2,6,73,0,1,0,1,2,2,0,1,65,0,1,1,1,0
31,63,1,2,9,86,0,0,2,1,1,3,2,1,68,1,1,1,0,0
28,62,1,2,6,96,1,4,1,2,2,3,0,0,70,1,1,1,0,0
30,70,0,1,8,75,1,1,1,1,2,2,0,0,67,0,0,1,0,0
17,63,1,1,4,92,1,2,0,1,0,4,0,0,63,0,1,1,0,0
14,64,2,2,6,90,0,0,0,2,0,2,0,0,63,0,0,1,1,0
19,93,1,2,6,65,1,0,1,2,1,3,0,0,69,1,1,1,0,0
20,62,0,1,5,94,2,3,1,1,1,3,2,0,66,1,1,1,1,0
27,86,1,1,7,82,0,2,0,1,2,3,0,1,70,0,1,1,1,0
10,71,1,1,7,55,2,2,0,2,2,3,1,0,63,0,1,1,1,0
29,95,0,1,4,97,1,0,1,1,2,4,1,1,72,0,0,1,1,1
19,79,2,1,10,59,0,1,1,1,1,3,1,1,65,1,1,1,1,1
17,72,1,2,7,74,0,2,2,1,2,4,2,2,67,1,1,1,1,0
14,81,1,1,7,73,0,1,2,1,2,3,0,1,63,1,0,0,1,1
10,75,2,1,9,81,1,3,0,2,0,5,0,0,65,0,1,1,0,0
25,83,1,1,8,83,1,2,0,1,1,1,0,1,67,0,1,1,1,1
20,65,1,0,7,62,2,0,1,1,1,0,2,0,80,1,1,1,1,1
12,100,1,1,4,68,1,2,0,1,1,3,1,2,68,1,1,1,1,0
12,77,1,1,8,57,1,2,0,2,0,2,1,1,63,1,1,1,1,0
18,74,1,1,6,56,1,1,1,1,2,3,1,1,64,1,0,1,0,0
30,88,1,1,9,91,1,3,1,0,2,3,0,0,73,0,1,1,0,0
18,75,1,1,6,88,0,2,1,2,0,1,2,0,66,0,1,1,1,1
11,93,1,1,6,72,0,2,0,1,0,3,1,1,66,1,1,1,1,0
19,78,2,2,5,55,1,0,1,1,1,4,0,1,66,1,1,1,0,0
18,89,1,2,5,72,0,4,1,0,1,2,0,0,69,0,1,1,1,0
4,64,1,2,7,65,1,1,1,2,0,4,0,2,59,1,1,1,1,0
20,94,1,1,7,89,1,0,0,1,1,1,0,0,68,1,0,1,0,0
19,89,1,1,6,55,1,1,0,1,1,3,2,1,67,0,0,1,0,0
24,68,1,1,10,73,0,1,1,1,1,4,0,1,64,0,1,1,1,1
31,66,0,2,8,80,0,0,0,0,0,4,0,0,65,0,0,1,1,0
27,73,1,1,7,99,0,1,0,1,2,4,1,0,68,1,1,1,0,0
18,99,1,2,4,54,0,0,1,1,2,3,2,1,70,1,1,1,1,0
13,70,1,1,8,56,1,2,1,2,1,0,0,0,62,1,1,1,0,0
35,78,2,0,10,99,1,1,0,1,2,2,0,0,72,1,0,1,1,0
20,61,1,0,7,70,0,1,1,1,2,4,0,1,62,0,0,1,1,0
20,76,2,2,6,87,0,1,0,1,0,4,2,1,68,1,1,1,1,0
20,83,2,1,7,89,1,3,0,2,0,4,0,0,69,0,0,1,0,0
21,98,2,1,5,66,0,3,2,2,2,5,0,0,73,1,1,1,0,0
19,81,2,2,8,61,0,3,1,1,0,5,2,0,69,1,0,1,0,0
17,93,1,1,9,64,1,1,1,1,1,3,0,1,67,0,1,1,1,0
17,82,1,0,6,88,0,2,0,0,1,3,2,0,65,1,0,1,0,0
20,62,0,0,6,92,2,2,1,1,2,3,2,1,63,1,1,1,0,0
17,73,2,1,7,85,1,2,0,1,2,2,0,1,66,1,1,1,1,0
16,83,1,1,6,72,1,1,0,2,2,2,1,0,66,1,1,1,0,0
21,98,1,2,5,63,0,0,0,2,1,2,2,0,70,1,1,1,0,0
18,94,1,1,6,71,0,2,2,1,1,3,2,2,69,1,1,1,0,0
29,69,1,2,6,96,0,1,2,1,2,4,0,0,70,0,1,1,0,0
4,69,1,0,9,93,0,2,1,2,0,3,0,1,58,0,0,0,0,0
27,68,1,1,9,66,1,3,2,1,2,3,0,2,67,1,0,1,0,0
27,97,2,2,9,66,0,1,0,1,2,3,0,2,73,1,1,1,1,0
8,94,2,0,8,89,2,0,1,1,1,2,0,0,66,0,1,1,0,0
18,91,2,2,7,71,2,0,1,1,1,3,0,0,70,1,1,1,1,0
18,76,2,2,6,79,1,1,1,1,2,2,2,2,67,0,0,1,0,0
12,80,0,0,9,71,2,1,0,0,2,3,0,1,60,0,0,1,0,1
15,79,2,1,8,62,0,1,0,0,2,3,1,0,65,1,1,1,0,0
13,70,1,1,5,59,1,0,1,2,2,2,2,0,63,0,0,1,0,0
31,80,2,2,6,57,0,1,1,2,2,3,0,0,72,0,0,1,1,0
26,61,0,1,5,51,2,0,0,1,1,5,0,1,62,0,0,1,1,0
28,65,1,1,4,64,1,6,1,2,1,3,2,0,70,1,1,1,1,0
24,95,2,0,8,59,1,2,0,2,0,1,1,1,70,1,1,1,1,0
13,90,1,1,5,63,1,0,0,1,1,4,0,1,64,0,1,1,0,0
17,77,1,1,6,54,0,3,0,1,1,4,0,1,64,1,1,1,1,0
23,81,1,0,7,67,1,0,1,2,2,5,0,1,67,0,0,1,1,0
13,75,1,2,7,76,2,1,1,2,0,1,0,1,64,1,1,1,1,0
24,90,1,1,6,97,0,1,2,2,2,4,0,0,72,1,1,1,1,0
